food_code,serving_size_str,serving_size_unit,serving_size_value,product_weight_str,product_weight_unit,product_weight_value
D306-275000000-0002,100g,g,100.0,465g,g,465.0
D306-275220100-0001,100g,g,100.0,100g,g,100.0
D306-276000000-0001,100g,g,100.0,500g,g,500.0
D306-277160000-0001,100g,g,100.0,300g,g,300.0
D306-278000000-0001,100g,g,100.0,873g,g,873.0
D306-278000000-0002,100g,g,100.0,100g,g,100.0
D306-279000000-0001,100g,g,100.0,1771g,g,1771.0
D306-279000000-0002,100g,g,100.0,100g,g,100.0
D305-239000000-0001,100g,g,100.0,150g,g,150.0
D305-240000000-0001,100g,g,100.0,1000g,g,1000.0
D305-241000000-0001,100g,g,100.0,100g,g,100.0
D305-243000000-0001,100g,g,100.0,600g,g,600.0
D305-249000000-0001,100g,g,100.0,600g,g,600.0
D305-250170000-0001,100g,g,100.0,550g,g,550.0
D305-251090000-0001,100g,g,100.0,600g,g,600.0
D305-251190000-0001,100g,g,100.0,600g,g,600.0
D305-252000000-0001,100g,g,100.0,900g,g,900.0
D305-256210000-0001,100g,g,100.0,1000g,g,1000.0
D305-256230000-0001,100g,g,100.0,1000g,g,1000.0
D305-256330000-0001,100g,g,100.0,600g,g,600.0
D305-257430000-0001,100g,g,100.0,100g,g,100.0
D305-258000000-0001,100g,g,100.0,600g,g,600.0
D305-259000000-0001,100g,g,100.0,,,
D306-262000000-0001,100g,g,100.0,600g,g,600.0
D306-264000000-0001,100g,g,100.0,1295g,g,1295.0
D306-264000000-0002,100g,g,100.0,1316g,g,1316.0
D306-264180000-0001,100g,g,100.0,600g,g,600.0
D305-216010000-0001,100g,g,100.0,100g,g,100.0
D305-216150000-0001,100g,g,100.0,450g,g,450.0
D305-216270000-0001,100g,g,100.0,100g,g,100.0
D305-216280000-0001,100g,g,100.0,450g,g,450.0
D305-216340000-0001,100g,g,100.0,500g,g,500.0
D305-218000000-0001,100g,g,100.0,500g,g,500.0
D305-219240000-0001,100g,g,100.0,400g,g,400.0
D305-221110000-0001,100g,g,100.0,1300g,g,1300.0
D305-222000000-0001,100g,g,100.0,150g,g,150.0
D305-223040000-0001,100g,g,100.0,100g,g,100.0
D305-223170000-0001,100g,g,100.0,100g,g,100.0
D305-223200000-0001,100g,g,100.0,100g,g,100.0
D305-223360000-0001,100g,g,100.0,100g,g,100.0
D305-223420000-0001,100g,g,100.0,650g,g,650.0
D305-229000000-0001,100g,g,100.0,1589g,g,1589.0
D305-233000000-0001,100g,g,100.0,150g,g,150.0
D305-234000000-0001,100g,g,100.0,800g,g,800.0
D305-235000000-0001,100g,g,100.0,600g,g,600.0
D305-237000000-0001,100g,g,100.0,1383g,g,1383.0
D304-186020000-0001,100g,g,100.0,100g,g,100.0
D304-186030000-0001,100g,g,100.0,100g,g,100.0
D304-186050000-0001,100g,g,100.0,100g,g,100.0
D304-186080000-0001,100g,g,100.0,100g,g,100.0
D304-186100000-0001,100g,g,100.0,100g,g,100.0
D304-187000000-0001,100g,g,100.0,800g,g,800.0
D304-189000000-0001,100g,g,100.0,100g,g,100.0
D304-190000000-0001,100g,g,100.0,700g,g,700.0
D304-192000000-0001,100g,g,100.0,100g,g,100.0
D304-193000000-0001,100g,g,100.0,800g,g,800.0
D304-194000000-0001,100g,g,100.0,100g,g,100.0
D304-196000000-0001,100g,g,100.0,100g,g,100.0
D305-200000000-0001,100g,g,100.0,700g,g,700.0
D305-201000000-0001,100g,g,100.0,1100g,g,1100.0
D305-202000000-0001,100g,g,100.0,1000g,g,1000.0
D305-203000000-0001,100g,g,100.0,300g,g,300.0
D305-205000000-0001,100g,g,100.0,450g,g,450.0
D305-207000000-0001,100g,g,100.0,600g,g,600.0
D305-210000000-0001,100g,g,100.0,100g,g,100.0
D303-174500000-0001,100g,g,100.0,900g,g,900.0
D303-175000000-0001,100g,g,100.0,100g,g,100.0
D303-176000000-0001,100g,g,100.0,599g,g,599.0
D303-177000000-0001,100g,g,100.0,576g,g,576.0
D303-177000000-0002,100g,g,100.0,100g,g,100.0
D304-179000000-0001,100g,g,100.0,800g,g,800.0
D304-180000000-0001,100g,g,100.0,800g,g,800.0
D304-182000000-0001,100g,g,100.0,100g,g,100.0
D304-182100000-0001,100g,g,100.0,100g,g,100.0
D304-182130000-0001,100g,g,100.0,100g,g,100.0
D304-183000000-0001,100g,g,100.0,700g,g,700.0
D304-184000000-0001,100g,g,100.0,800g,g,800.0
D304-185010000-0001,100g,g,100.0,100g,g,100.0
D304-185040000-0001,100g,g,100.0,100g,g,100.0
D304-185060000-0001,100g,g,100.0,100g,g,100.0
D304-185120000-0001,100g,g,100.0,100g,g,100.0
D304-185140000-0001,100g,g,100.0,,,
D304-186000000-0001,100g,g,100.0,100g,g,100.0
D304-186000000-0002,100g,g,100.0,100g,g,100.0
D303-166000000-0001,100g,g,100.0,1000g,g,1000.0
D303-167000000-0001,100g,g,100.0,733g,g,733.0
D303-167000000-0002,100g,g,100.0,580g,g,580.0
D303-167000000-0003,100g,g,100.0,888g,g,888.0
D303-168000000-0001,100g,g,100.0,650g,g,650.0
D303-168310000-0001,100g,g,100.0,700g,g,700.0
D303-172000000-0001,100g,g,100.0,2152g,g,2152.0
D303-172000000-0002,100g,g,100.0,1204g,g,1204.0
D303-172040000-0001,100g,g,100.0,900g,g,900.0
D303-172260000-0001,100g,g,100.0,100g,g,100.0
D303-172310000-0001,100g,g,100.0,900g,g,900.0
D303-172460000-0001,100g,g,100.0,100g,g,100.0
D303-174000000-0001,100g,g,100.0,2292g,g,2292.0
D303-174000000-0002,100g,g,100.0,2159g,g,2159.0
D303-174000000-0003,100g,g,100.0,1367g,g,1367.0
D303-174000000-0004,100g,g,100.0,1330g,g,1330.0
D303-174100000-0001,100g,g,100.0,900g,g,900.0
D303-174120000-0001,100g,g,100.0,600g,g,600.0
D303-161000000-0012,100g,g,100.0,653g,g,653.0
D303-161000000-0013,100g,g,100.0,851g,g,851.0
D303-161000000-0014,100g,g,100.0,854g,g,854.0
D303-161000000-0015,100g,g,100.0,769g,g,769.0
D303-161080000-0001,100g,g,100.0,100g,g,100.0
D303-161150000-0001,100g,g,100.0,100g,g,100.0
D303-161370000-0001,100g,g,100.0,400g,g,400.0
D303-161480000-0001,100g,g,100.0,400g,g,400.0
D303-161490000-0001,100g,g,100.0,500g,g,500.0
D303-161504800-0001,100g,g,100.0,500g,g,500.0
D303-161505000-0001,100g,g,100.0,500g,g,500.0
D303-162000000-0001,100g,g,100.0,600g,g,600.0
D303-163000000-0001,100g,g,100.0,1500g,g,1500.0
D303-164000000-0001,100g,g,100.0,1138g,g,1138.0
D303-164050000-0001,100g,g,100.0,800g,g,800.0
D303-164310000-0001,100g,g,100.0,1000g,g,1000.0
D303-164400000-0001,100g,g,100.0,700g,g,700.0
D303-164430000-0001,100g,g,100.0,1000g,g,1000.0
D303-157000000-0001,100g,g,100.0,100g,g,100.0
D303-157000000-0002,100g,g,100.0,100g,g,100.0
D303-159000000-0001,100g,g,100.0,1154g,g,1154.0
D303-160000000-0001,100g,g,100.0,1494g,g,1494.0
D303-160000000-0002,100g,g,100.0,1415g,g,1415.0
D303-160000000-0003,100g,g,100.0,1542g,g,1542.0
D303-161000000-0001,100g,g,100.0,680g,g,680.0
D303-161000000-0002,100g,g,100.0,776g,g,776.0
D303-161000000-0003,100g,g,100.0,915g,g,915.0
D303-161000000-0004,100g,g,100.0,757g,g,757.0
D303-161000000-0005,100g,g,100.0,901g,g,901.0
D303-161000000-0006,100g,g,100.0,593g,g,593.0
D303-161000000-0007,100g,g,100.0,790g,g,790.0
D303-161000000-0008,100g,g,100.0,406g,g,406.0
D303-161000000-0009,100g,g,100.0,964g,g,964.0
D303-161000000-0010,100g,g,100.0,822g,g,822.0
D303-161000000-0011,100g,g,100.0,943g,g,943.0
D308-387000000-0007,100g,g,100.0,502g,g,502.0
D303-148130000-0001,100g,g,100.0,100g,g,100.0
D303-148140000-0001,100g,g,100.0,100g,g,100.0
D303-148170000-0001,100g,g,100.0,100g,g,100.0
D303-148290000-0001,100g,g,100.0,100g,g,100.0
D303-148390000-0001,100g,g,100.0,100g,g,100.0
D303-148390800-0001,100g,g,100.0,100g,g,100.0
D303-148392000-0001,100g,g,100.0,100g,g,100.0
D303-148392600-0001,100g,g,100.0,100g,g,100.0
D303-148440000-0001,100g,g,100.0,100g,g,100.0
D303-148450000-0001,100g,g,100.0,750g,g,750.0
D303-148470000-0001,100g,g,100.0,600g,g,600.0
D303-150010000-0001,100g,g,100.0,100g,g,100.0
D303-150060000-0001,100g,g,100.0,100g,g,100.0
D303-151000000-0001,100g,g,100.0,700g,g,700.0
D303-153000000-0001,100g,g,100.0,914g,g,914.0
D303-154200000-0001,100g,g,100.0,100g,g,100.0
D303-155000000-0001,100g,g,100.0,470g,g,470.0
D303-156000000-0001,100g,g,100.0,100g,g,100.0
D308-387000000-0006,100g,g,100.0,429g,g,429.0
D302-134000000-0001,100g,g,100.0,30g,g,30.0
D302-136000000-0001,100g,g,100.0,30g,g,30.0
D303-141000000-0001,100g,g,100.0,650g,g,650.0
D303-142070000-0001,100g,g,100.0,600g,g,600.0
D303-142160000-0001,100g,g,100.0,1000g,g,1000.0
D303-142350000-0001,100g,g,100.0,800g,g,800.0
D303-143000000-0001,100g,g,100.0,1000g,g,1000.0
D303-144180000-0001,100g,g,100.0,100g,g,100.0
D303-144280000-0001,100g,g,100.0,100g,g,100.0
D303-144360000-0001,100g,g,100.0,800g,g,800.0
D303-146000000-0001,100g,g,100.0,700g,g,700.0
D303-147000000-0001,100g,g,100.0,1669g,g,1669.0
D303-147110000-0001,100g,g,100.0,100g,g,100.0
D303-147210000-0001,100g,g,100.0,100g,g,100.0
D303-147330000-0001,100g,g,100.0,100g,g,100.0
D303-147340000-0001,100g,g,100.0,100g,g,100.0
D303-148000000-0001,100g,g,100.0,1284g,g,1284.0
D303-148020000-0001,100g,g,100.0,100g,g,100.0
D303-148050000-0001,100g,g,100.0,650g,g,650.0
D302-110330000-0001,100g,g,100.0,100g,g,100.0
D302-112300000-0001,100g,g,100.0,100g,g,100.0
D302-116130000-0001,100g,g,100.0,70g,g,70.0
D302-118000000-0001,100g,g,100.0,70g,g,70.0
D302-119000000-0001,100g,g,100.0,100g,g,100.0
D302-120180000-0001,100g,g,100.0,200g,g,200.0
D302-120340000-0001,100g,g,100.0,200g,g,200.0
D302-120410000-0001,100g,g,100.0,200g,g,200.0
D302-120420000-0001,100g,g,100.0,250g,g,250.0
D302-122000000-0001,100g,g,100.0,100g,g,100.0
D302-122010000-0001,100g,g,100.0,100g,g,100.0
D302-122160000-0001,100g,g,100.0,100g,g,100.0
D302-123000000-0001,100g,g,100.0,100g,g,100.0
D302-123230000-0001,100g,g,100.0,100g,g,100.0
D302-123234903-0001,100g,g,100.0,100g,g,100.0
D302-123320000-0001,100g,g,100.0,100g,g,100.0
D302-129000000-0001,100g,g,100.0,30g,g,30.0
D302-132000000-0001,100g,g,100.0,30g,g,30.0
D308-387000000-0005,100g,g,100.0,538g,g,538.0
D302-074390000-0001,100g,g,100.0,100g,g,100.0
D302-080250000-0001,100g,g,100.0,30g,g,30.0
D302-081000000-0001,100g,g,100.0,100g,g,100.0
D302-082290000-0001,100g,g,100.0,70g,g,70.0
D302-086000000-0001,100g,g,100.0,100g,g,100.0
D302-093000000-0001,100g,g,100.0,60g,g,60.0
D302-096070000-0001,100g,g,100.0,100g,g,100.0
D302-096200000-0001,100g,g,100.0,100g,g,100.0
D302-096220000-0001,100g,g,100.0,100g,g,100.0
D302-096240000-0001,100g,g,100.0,100g,g,100.0
D302-096280000-0001,100g,g,100.0,250g,g,250.0
D302-096434400-0002,100g,g,100.0,100g,g,100.0
D302-096434402-0001,100g,g,100.0,100g,g,100.0
D302-097000000-0001,100g,g,100.0,70g,g,70.0
D302-097140000-0001,100g,g,100.0,100g,g,100.0
D302-100380000-0001,100g,g,100.0,100g,g,100.0
D302-101270000-0001,100g,g,100.0,100g,g,100.0
D302-110310000-0001,100g,g,100.0,100g,g,100.0
D308-387000000-0004,100g,g,100.0,496g,g,496.0
D302-061020000-0001,100g,g,100.0,100g,g,100.0
D302-062000000-0001,100g,g,100.0,100g,g,100.0
D302-063020000-0001,100g,g,100.0,100g,g,100.0
D302-063040000-0001,100g,g,100.0,100g,g,100.0
D302-063360000-0001,100g,g,100.0,100g,g,100.0
D302-063390000-0001,100g,g,100.0,100g,g,100.0
D302-064000000-0001,100g,g,100.0,100g,g,100.0
D302-065000000-0001,100g,g,100.0,100g,g,100.0
D302-066000000-0001,100g,g,100.0,100g,g,100.0
D302-067000000-0001,100g,g,100.0,100g,g,100.0
D302-067050000-0001,100g,g,100.0,100g,g,100.0
D302-068000000-0001,100g,g,100.0,100g,g,100.0
D302-069000000-0001,100g,g,100.0,,,
D302-070370000-0001,100g,g,100.0,100g,g,100.0
D302-070400000-0001,100g,g,100.0,100g,g,100.0
D302-071000000-0001,100g,g,100.0,100g,g,100.0
D302-073000000-0001,100g,g,100.0,100g,g,100.0
D302-074000000-0001,100g,g,100.0,100g,g,100.0
D302-074000000-0002,100g,g,100.0,,,
D301-042440000-0001,100g,g,100.0,250g,g,250.0
D301-042530000-0001,100g,g,100.0,250g,g,250.0
D301-043000000-0001,100g,g,100.0,400g,g,400.0
D301-045000000-0001,100g,g,100.0,300g,g,300.0
D301-048010000-0001,100g,g,100.0,100g,g,100.0
D301-051000000-0001,100g,g,100.0,500g,g,500.0
D302-053000000-0001,100g,g,100.0,100g,g,100.0
D302-053440000-0001,100g,g,100.0,100g,g,100.0
D302-054000000-0001,100g,g,100.0,100g,g,100.0
D302-055040000-0001,100g,g,100.0,100g,g,100.0
D302-055294500-0001,100g,g,100.0,100g,g,100.0
D302-055360000-0001,100g,g,100.0,100g,g,100.0
D302-056000000-0001,100g,g,100.0,100g,g,100.0
D302-058000000-0001,100g,g,100.0,,,
D302-059080000-0001,100g,g,100.0,100g,g,100.0
D302-059090000-0001,100g,g,100.0,100g,g,100.0
D302-059100000-0001,100g,g,100.0,100g,g,100.0
D302-060000000-0001,100g,g,100.0,100g,g,100.0
D302-061000000-0001,100g,g,100.0,100g,g,100.0
D301-019320000-0001,100g,g,100.0,100g,g,100.0
D301-019460000-0001,100g,g,100.0,100g,g,100.0
D301-020000000-0001,100g,g,100.0,300g,g,300.0
D301-022000000-0001,100g,g,100.0,100g,g,100.0
D301-023000000-0001,100g,g,100.0,355g,g,355.0
D301-024000000-0001,100g,g,100.0,300g,g,300.0
D301-025000000-0001,100g,g,100.0,100g,g,100.0
D301-027000000-0001,100g,g,100.0,250g,g,250.0
D301-031000000-0001,100g,g,100.0,500g,g,500.0
D301-034000000-0001,100g,g,100.0,750g,g,750.0
D301-035190000-0001,100g,g,100.0,150g,g,150.0
D301-036390000-0001,100g,g,100.0,100g,g,100.0
D301-042050000-0001,100g,g,100.0,300g,g,300.0
D301-042100000-0001,100g,g,100.0,250g,g,250.0
D301-042200000-0001,100g,g,100.0,300g,g,300.0
D301-042220000-0001,100g,g,100.0,250g,g,250.0
D301-042260000-0001,100g,g,100.0,100g,g,100.0
D301-042360000-0001,100g,g,100.0,100g,g,100.0
D301-042410000-0001,100g,g,100.0,100g,g,100.0
D301-010300000-0001,100g,g,100.0,600g,g,600.0
D301-010420000-0001,100g,g,100.0,550g,g,550.0
D301-010440000-0001,100g,g,100.0,400g,g,400.0
D301-010450000-0001,100g,g,100.0,500g,g,500.0
D301-010550000-0001,100g,g,100.0,700g,g,700.0
D301-013000000-0001,100g,g,100.0,888g,g,888.0
D301-013000000-0002,100g,g,100.0,811g,g,811.0
D301-015000000-0001,100g,g,100.0,950g,g,950.0
D301-017000000-0001,100g,g,100.0,598g,g,598.0
D301-017000000-0002,100g,g,100.0,100g,g,100.0
D301-017070000-0002,100g,g,100.0,100g,g,100.0
D301-017250000-0001,100g,g,100.0,400g,g,400.0
D301-017260000-0001,100g,g,100.0,100g,g,100.0
D301-017550000-0001,100g,g,100.0,400g,g,400.0
D301-018000000-0001,100g,g,100.0,347g,g,347.0
D301-018000000-0002,100g,g,100.0,100g,g,100.0
D301-018180000-0001,100g,g,100.0,400g,g,400.0
D301-018340000-0001,100g,g,100.0,400g,g,400.0
D301-019040000-0001,100g,g,100.0,100g,g,100.0
D220-753000000-0064,100ml,ml,100.0,473g,g,473.0
D220-753000000-0066,100ml,ml,100.0,300g,g,300.0
D220-753000000-0067,100ml,ml,100.0,946g,g,946.0
D220-753000000-0068,100ml,ml,100.0,591g,g,591.0
D220-753000000-0069,100ml,ml,100.0,591g,g,591.0
D220-753000000-0070,100ml,ml,100.0,473g,g,473.0
D222-754000000-0001,100g,g,100.0,150g,g,150.0
D225-757000000-0001,100g,g,100.0,40g,g,40.0
D301-001000000-0001,100g,g,100.0,100g,g,100.0
D301-002000000-0001,100g,g,100.0,350g,g,350.0
D301-004000000-0001,100g,g,100.0,800g,g,800.0
D301-004060000-0001,100g,g,100.0,650g,g,650.0
D301-004140000-0001,100g,g,100.0,1200g,g,1200.0
D301-004280000-0001,100g,g,100.0,700g,g,700.0
D301-005000000-0001,100g,g,100.0,100g,g,100.0
D301-007270000-0001,100g,g,100.0,250g,g,250.0
D301-007280000-0001,100g,g,100.0,250g,g,250.0
D301-007450000-0002,100g,g,100.0,100g,g,100.0
D301-009170000-0001,100g,g,100.0,100g,g,100.0
D220-753000000-0043,100ml,ml,100.0,355g,g,355.0
D220-753000000-0044,100ml,ml,100.0,355g,g,355.0
D220-753000000-0045,100ml,ml,100.0,360g,g,360.0
D220-753000000-0046,100ml,ml,100.0,473g,g,473.0
D220-753000000-0047,100ml,ml,100.0,473g,g,473.0
D220-753000000-0048,100ml,ml,100.0,473g,g,473.0
D220-753000000-0049,100ml,ml,100.0,450g,g,450.0
D220-753000000-0050,100ml,ml,100.0,350g,g,350.0
D220-753000000-0053,100ml,ml,100.0,473g,g,473.0
D220-753000000-0054,100ml,ml,100.0,384g,g,384.0
D220-753000000-0055,100ml,ml,100.0,586.6ml,ml,586.6
D220-753000000-0056,100ml,ml,100.0,406.6ml,ml,406.6
D220-753000000-0057,100ml,ml,100.0,100g,g,100.0
D220-753000000-0058,100ml,ml,100.0,360g,g,360.0
D220-753000000-0059,100ml,ml,100.0,473g,g,473.0
D220-753000000-0060,100ml,ml,100.0,650g,g,650.0
D220-753000000-0061,100ml,ml,100.0,420g,g,420.0
D220-753000000-0062,100ml,ml,100.0,946g,g,946.0
D220-753000000-0063,100ml,ml,100.0,591g,g,591.0
D220-753000000-0023,100ml,ml,100.0,360g,g,360.0
D220-753000000-0024,100ml,ml,100.0,450g,g,450.0
D220-753000000-0025,100ml,ml,100.0,450g,g,450.0
D220-753000000-0026,100ml,ml,100.0,473g,g,473.0
D220-753000000-0027,100ml,ml,100.0,591g,g,591.0
D220-753000000-0028,100ml,ml,100.0,355g,g,355.0
D220-753000000-0029,100ml,ml,100.0,505g,g,505.0
D220-753000000-0030,100ml,ml,100.0,354g,g,354.0
D220-753000000-0031,100ml,ml,100.0,360g,g,360.0
D220-753000000-0033,100ml,ml,100.0,651g,g,651.0
D220-753000000-0034,100ml,ml,100.0,473g,g,473.0
D220-753000000-0035,100ml,ml,100.0,473g,g,473.0
D220-753000000-0036,100ml,ml,100.0,414g,g,414.0
D220-753000000-0037,100ml,ml,100.0,450g,g,450.0
D220-753000000-0038,100ml,ml,100.0,350g,g,350.0
D220-753000000-0039,100ml,ml,100.0,355g,g,355.0
D220-753000000-0040,100ml,ml,100.0,355g,g,355.0
D220-753000000-0041,100ml,ml,100.0,355g,g,355.0
D220-753000000-0042,100ml,ml,100.0,355g,g,355.0
D220-753000000-0004,100ml,ml,100.0,651g,g,651.0
D220-753000000-0005,100ml,ml,100.0,473g,g,473.0
D220-753000000-0006,100ml,ml,100.0,474g,g,474.0
D220-753000000-0007,100ml,ml,100.0,473g,g,473.0
D220-753000000-0008,100ml,ml,100.0,414g,g,414.0
D220-753000000-0009,100ml,ml,100.0,474g,g,474.0
D220-753000000-0010,100ml,ml,100.0,450g,g,450.0
D220-753000000-0011,100ml,ml,100.0,450g,g,450.0
D220-753000000-0012,100ml,ml,100.0,360g,g,360.0
D220-753000000-0013,100ml,ml,100.0,595g,g,595.0
D220-753000000-0014,100ml,ml,100.0,505g,g,505.0
D220-753000000-0015,100ml,ml,100.0,355g,g,355.0
D220-753000000-0016,100ml,ml,100.0,355g,g,355.0
D220-753000000-0017,100ml,ml,100.0,430g,g,430.0
D220-753000000-0018,100ml,ml,100.0,400g,g,400.0
D220-753000000-0019,100ml,ml,100.0,473g,g,473.0
D220-753000000-0020,100ml,ml,100.0,710g,g,710.0
D220-753000000-0021,100ml,ml,100.0,595g,g,595.0
D220-753000000-0022,100ml,ml,100.0,354g,g,354.0
D220-752000000-0107,100ml,ml,100.0,360g,g,360.0
D220-752000000-0108,100ml,ml,100.0,473g,g,473.0
D220-752000000-0109,100ml,ml,100.0,650g,g,650.0
D220-752000000-0110,100ml,ml,100.0,946g,g,946.0
D220-752000000-0111,100ml,ml,100.0,591g,g,591.0
D220-752000000-0112,100ml,ml,100.0,400g,g,400.0
D220-752000000-0113,100ml,ml,100.0,473g,g,473.0
D220-752000000-0115,100ml,ml,100.0,946g,g,946.0
D220-752000000-0116,100ml,ml,100.0,591g,g,591.0
D220-752000000-0117,100ml,ml,100.0,340g,g,340.0
D220-752000000-0118,100ml,ml,100.0,591g,g,591.0
D220-752000000-0119,100ml,ml,100.0,473g,g,473.0
D220-752000000-0120,100ml,ml,100.0,591g,g,591.0
D220-752000000-0121,100ml,ml,100.0,650g,g,650.0
D220-752000000-0123,100ml,ml,100.0,400g,g,400.0
D220-752000000-0125,100ml,ml,100.0,340g,g,340.0
D220-753000000-0001,100ml,ml,100.0,450g,g,450.0
D220-753000000-0002,100ml,ml,100.0,450g,g,450.0
D220-753000000-0003,100ml,ml,100.0,360g,g,360.0
D220-752000000-0088,100ml,ml,100.0,946g,g,946.0
D220-752000000-0089,100ml,ml,100.0,591g,g,591.0
D220-752000000-0090,100ml,ml,100.0,100g,g,100.0
D220-752000000-0091,100ml,ml,100.0,360g,g,360.0
D220-752000000-0092,100ml,ml,100.0,473g,g,473.0
D220-752000000-0093,100ml,ml,100.0,650g,g,650.0
D220-752000000-0094,100ml,ml,100.0,400g,g,400.0
D220-752000000-0095,100ml,ml,100.0,473g,g,473.0
D220-752000000-0096,100ml,ml,100.0,500g,g,500.0
D220-752000000-0097,100ml,ml,100.0,350g,g,350.0
D220-752000000-0098,100ml,ml,100.0,340g,g,340.0
D220-752000000-0099,100ml,ml,100.0,591g,g,591.0
D220-752000000-0100,100ml,ml,100.0,430g,g,430.0
D220-752000000-0101,100ml,ml,100.0,473g,g,473.0
D220-752000000-0102,100ml,ml,100.0,473g,g,473.0
D220-752000000-0103,100ml,ml,100.0,473g,g,473.0
D220-752000000-0104,100ml,ml,100.0,430g,g,430.0
D220-752000000-0105,100ml,ml,100.0,350g,g,350.0
D220-752000000-0106,100ml,ml,100.0,100g,g,100.0
D220-752000000-0069,100ml,ml,100.0,650g,g,650.0
D220-752000000-0070,100ml,ml,100.0,400g,g,400.0
D220-752000000-0071,100ml,ml,100.0,414g,g,414.0
D220-752000000-0072,100ml,ml,100.0,414g,g,414.0
D220-752000000-0073,100ml,ml,100.0,473g,g,473.0
D220-752000000-0074,100ml,ml,100.0,384g,g,384.0
D220-752000000-0075,100ml,ml,100.0,450g,g,450.0
D220-752000000-0076,100ml,ml,100.0,355g,g,355.0
D220-752000000-0077,100ml,ml,100.0,450g,g,450.0
D220-752000000-0078,100ml,ml,100.0,355g,g,355.0
D220-752000000-0079,100ml,ml,100.0,100g,g,100.0
D220-752000000-0080,100ml,ml,100.0,591g,g,591.0
D220-752000000-0081,100ml,ml,100.0,473g,g,473.0
D220-752000000-0082,100ml,ml,100.0,473g,g,473.0
D220-752000000-0083,100ml,ml,100.0,420g,g,420.0
D220-752000000-0084,100ml,ml,100.0,473g,g,473.0
D220-752000000-0085,100ml,ml,100.0,300g,g,300.0
D220-752000000-0086,100ml,ml,100.0,946g,g,946.0
D220-752000000-0087,100ml,ml,100.0,591g,g,591.0
D220-752000000-0050,100ml,ml,100.0,430g,g,430.0
D220-752000000-0051,100ml,ml,100.0,400g,g,400.0
D220-752000000-0052,100ml,ml,100.0,430g,g,430.0
D220-752000000-0053,100ml,ml,100.0,400g,g,400.0
D220-752000000-0054,100ml,ml,100.0,355g,g,355.0
D220-752000000-0055,100ml,ml,100.0,355g,g,355.0
D220-752000000-0056,100ml,ml,100.0,710g,g,710.0
D220-752000000-0057,100ml,ml,100.0,355g,g,355.0
D220-752000000-0058,100ml,ml,100.0,595g,g,595.0
D220-752000000-0059,100ml,ml,100.0,354g,g,354.0
D220-752000000-0060,100ml,ml,100.0,450g,g,450.0
D220-752000000-0061,100ml,ml,100.0,450g,g,450.0
D220-752000000-0062,100ml,ml,100.0,591g,g,591.0
D220-752000000-0063,100ml,ml,100.0,355g,g,355.0
D220-752000000-0064,100ml,ml,100.0,505g,g,505.0
D220-752000000-0065,100ml,ml,100.0,354g,g,354.0
D220-752000000-0066,100ml,ml,100.0,360g,g,360.0
D220-752000000-0067,100ml,ml,100.0,360g,g,360.0
D220-752000000-0068,100ml,ml,100.0,360g,g,360.0
D220-752000000-0031,100ml,ml,100.0,473g,g,473.0
D220-752000000-0032,100ml,ml,100.0,473g,g,473.0
D220-752000000-0033,100ml,ml,100.0,355g,g,355.0
D220-752000000-0034,100ml,ml,100.0,355g,g,355.0
D220-752000000-0035,100ml,ml,100.0,710g,g,710.0
D220-752000000-0036,100ml,ml,100.0,355g,g,355.0
D220-752000000-0037,100ml,ml,100.0,595g,g,595.0
D220-752000000-0038,100ml,ml,100.0,354g,g,354.0
D220-752000000-0039,100ml,ml,100.0,450g,g,450.0
D220-752000000-0040,100ml,ml,100.0,450g,g,450.0
D220-752000000-0041,100ml,ml,100.0,591g,g,591.0
D220-752000000-0042,100ml,ml,100.0,355g,g,355.0
D220-752000000-0043,100ml,ml,100.0,505g,g,505.0
D220-752000000-0044,100ml,ml,100.0,354g,g,354.0
D220-752000000-0045,100ml,ml,100.0,360g,g,360.0
D220-752000000-0046,100ml,ml,100.0,360g,g,360.0
D220-752000000-0047,100ml,ml,100.0,360g,g,360.0
D220-752000000-0048,100ml,ml,100.0,450g,g,450.0
D220-752000000-0049,100ml,ml,100.0,350g,g,350.0
D220-752000000-0012,100ml,ml,100.0,360g,g,360.0
D220-752000000-0013,100ml,ml,100.0,355g,g,355.0
D220-752000000-0014,100ml,ml,100.0,355g,g,355.0
D220-752000000-0015,100ml,ml,100.0,355g,g,355.0
D220-752000000-0016,100ml,ml,100.0,355g,g,355.0
D220-752000000-0017,100ml,ml,100.0,473g,g,473.0
D220-752000000-0018,100ml,ml,100.0,473g,g,473.0
D220-752000000-0019,100ml,ml,100.0,450g,g,450.0
D220-752000000-0020,100ml,ml,100.0,350g,g,350.0
D220-752000000-0021,100ml,ml,100.0,414g,g,414.0
D220-752000000-0022,100ml,ml,100.0,414g,g,414.0
D220-752000000-0023,100ml,ml,100.0,355g,g,355.0
D220-752000000-0024,100ml,ml,100.0,355g,g,355.0
D220-752000000-0025,100ml,ml,100.0,414g,g,414.0
D220-752000000-0026,100ml,ml,100.0,414g,g,414.0
D220-752000000-0027,100ml,ml,100.0,360g,g,360.0
D220-752000000-0028,100ml,ml,100.0,450g,g,450.0
D220-752000000-0029,100ml,ml,100.0,350g,g,350.0
D220-752000000-0030,100ml,ml,100.0,360g,g,360.0
D220-749000000-0016,100ml,ml,100.0,354g,g,354.0
D220-749000000-0017,100ml,ml,100.0,354g,g,354.0
D220-749000000-0018,100ml,ml,100.0,354g,g,354.0
